# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  2 03:24:48 2025
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
loc_rowid,hostname,sy_snum,sy_pnum,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_age,st_ageerr1,st_ageerr2,st_agelim
131,CoRoT-4,1,1,6190.00,60.00,-60.00,0,1.170000,0.010000,-0.030000,0,1.160000,0.030000,-0.020000,0,0.0500,0.0700,-0.0700,0,1.0000,1.0000,-0.3000,0
132,CoRoT-5,1,1,6100.00,65.00,-65.00,0,1.186000,0.040000,-0.040000,0,1.000000,0.020000,-0.020000,0,-0.2500,0.0600,-0.0600,0,6.9000,1.4000,-1.4000,0
133,CoRoT-6,1,1,6090.00,70.00,-70.00,0,1.025000,0.026000,-0.026000,0,1.050000,0.050000,-0.050000,0,-0.2000,0.1000,-0.1000,0,2.5000,2.1000,-1.7000,0
134,CoRoT-7,1,3,5275.00,75.00,-75.00,0,0.830000,0.040000,-0.040000,0,0.820000,0.170000,-0.170000,0,0.0500,,,0,1.8000,0.5000,-0.6000,0
135,CoRoT-7,1,3,5256.00,91.33,-130.85,0,0.864273,0.053165,-0.040252,0,0.899000,0.122462,-0.095241,0,0.0600,0.1000,-0.1000,0,1.8000,0.5000,-0.6000,0
136,CoRoT-7,1,3,5250.00,60.00,-60.00,0,0.838900,0.009300,-0.008800,0,0.915000,0.017000,-0.017000,0,0.1200,0.0600,-0.0600,0,1.8000,0.5000,-0.6000,0
137,CoRoT-8,1,1,5080.00,80.00,-80.00,0,0.770000,0.020000,-0.020000,0,0.880000,0.040000,-0.040000,0,0.3000,0.1000,-0.1000,0,3.0000,,,1
138,CoRoT-9,2,1,5625.00,80.00,-80.00,0,0.960000,0.060000,-0.060000,0,0.960000,0.040000,-0.040000,0,-0.0100,0.0600,-0.0600,0,6.0000,3.0000,-3.0000,0
139,DE CVn,2,1,3579.00,157.00,-157.00,0,0.424754,0.012656,-0.012656,0,0.510000,,,0,,,,,,,,
140,DENIS-P J082303.1-491201,1,1,,,,,,,,,0.075000,0.007000,-0.007000,0,,,,,1.0000,,,0
141,DH Tau,1,1,4371.00,137.00,-137.00,0,0.270000,0.070000,-0.070000,0,0.330000,,,0,,,,,0.0010,,,0
142,DMPP-1,1,4,6196.00,29.00,-29.00,0,1.260000,0.020000,-0.020000,0,1.210000,0.030000,-0.030000,0,,,,,2.0100,0.5400,-0.5400,0
143,DMPP-1,1,4,6196.00,29.00,-29.00,0,1.260000,0.020000,-0.020000,0,1.210000,0.030000,-0.030000,0,,,,,2.0100,0.5400,-0.5400,0
144,DMPP-1,1,4,6196.00,29.00,-29.00,0,1.260000,0.020000,-0.020000,0,1.210000,0.030000,-0.030000,0,,,,,2.0100,0.5400,-0.5400,0
145,DMPP-1,1,4,6196.00,29.00,-29.00,0,1.260000,0.020000,-0.020000,0,1.210000,0.030000,-0.030000,0,,,,,2.0100,0.5400,-0.5400,0
146,DMPP-2,1,1,6500.00,100.00,-100.00,0,1.780000,0.090000,-0.090000,0,1.440000,0.030000,-0.030000,0,,,,,2.0000,0.3000,-0.3000,0
147,DMPP-3 A,2,1,5138.00,99.00,-99.00,0,0.910000,0.020000,-0.020000,0,0.870000,0.050000,-0.050000,0,0.1800,0.0900,-0.0900,0,10.9000,4.7000,-4.7000,0
148,DMPP-4,1,1,6400.00,50.00,-50.00,0,1.380000,0.010000,-0.010000,0,1.250000,0.020000,-0.020000,0,-0.0070,0.0560,-0.0560,0,2.1500,0.3200,-0.3200,0
149,DP Leo,2,1,13500.00,500.00,-500.00,0,0.011500,,,0,0.690000,,,0,,,,,,,,
150,DS Tuc A,2,1,5428.00,80.00,-80.00,0,0.964000,0.029000,-0.029000,0,1.010000,0.060000,-0.060000,0,0.0000,,,0,0.0450,0.0040,-0.0040,0
151,EPIC 201170410,1,1,3648.00,172.00,-143.00,0,0.282000,0.074000,-0.069000,0,0.287000,0.101000,-0.084000,0,-0.0480,0.1500,-0.2100,0,,,,
152,EPIC 201238110,1,1,3587.00,157.00,-157.00,0,0.374000,0.089000,-0.035000,0,0.410000,0.112000,-0.048000,0,,,,,,,,
153,EPIC 201427007,1,1,5633.00,111.00,-111.00,0,0.940000,0.090000,-0.090000,0,0.930000,,,0,-0.0530,0.2400,-0.2400,0,,,,
154,EPIC 201497682,1,1,4991.00,75.00,-100.80,0,0.554000,0.016000,-0.023000,0,0.780000,0.085000,-0.170000,0,-0.0892,0.0135,-0.0135,0,,,,
155,EPIC 201595106,1,2,5679.00,60.00,-39.00,0,0.980000,0.025000,-0.025000,0,0.958000,0.048000,-0.048000,0,0.0100,0.1000,-0.1000,0,6.0000,2.6000,-2.9000,0
156,K2-166,1,2,5960.00,52.00,-53.00,0,1.610000,0.040000,-0.040000,0,1.073000,0.034000,-0.034000,0,0.0900,0.0600,-0.0600,0,,,,
157,K2-16,1,3,4761.00,50.00,-57.00,0,0.544000,0.012000,-0.021000,0,0.670000,0.030000,-0.040000,0,-0.3300,0.0400,-0.0400,0,,,,
158,EPIC 201757695,1,1,4520.00,108.00,-54.00,0,0.655000,0.041000,-0.045000,0,0.727000,0.044000,-0.053000,0,-0.0030,0.1200,-0.3000,0,,,,
159,K2-50,1,2,4326.00,128.00,-128.00,0,0.634000,0.039000,-0.045000,0,0.611000,0.056000,-0.056000,0,-0.1132,0.0597,-0.0597,0,,,,
160,EPIC 201841433,1,1,5053.00,103.00,-166.00,0,0.628461,0.043420,-0.024858,0,0.802000,0.081000,-0.163000,0,0.0000,,,0,,,,
161,K2-168,1,2,5502.70,101.00,-50.50,0,0.830000,0.087000,-0.043000,0,0.877000,0.060000,-0.029000,0,-0.1300,0.0800,-0.0800,0,,,,
162,EPIC 206024342,1,3,5724.00,72.00,-72.00,0,0.823000,0.100000,-0.042000,0,0.928000,0.082000,-0.098000,0,-0.2200,0.0600,-0.0600,0,,,,
163,EPIC 206024342,1,3,5724.00,72.00,-72.00,0,1.100000,0.360000,-0.360000,0,0.928000,0.082000,-0.098000,0,-0.2200,0.0600,-0.0600,0,,,,
164,EPIC 206024342,1,3,5724.00,72.00,-72.00,0,1.100000,0.360000,-0.360000,0,0.928000,0.082000,-0.098000,0,-0.2200,0.0600,-0.0600,0,,,,
165,EPIC 206032309,1,1,3489.00,157.00,-157.00,0,0.373440,0.011787,-0.011787,0,0.221000,0.035000,-0.062000,0,,,,,,,,
166,EPIC 206042996,1,2,4114.00,99.00,-99.00,0,0.500000,0.040000,-0.040000,0,0.565000,0.053000,-0.053000,0,0.0060,0.1200,-0.1200,0,,,,
167,EPIC 206042996,1,2,4114.00,99.00,-99.00,0,0.500000,0.040000,-0.040000,0,0.565000,0.053000,-0.053000,0,0.0060,0.1200,-0.1200,0,,,,
168,EPIC 206215704,1,1,3297.00,73.00,-73.00,0,0.250000,0.010000,-0.010000,0,0.407000,0.095000,-0.079000,0,-0.3300,0.0930,-0.0930,0,,,,
169,EPIC 206317286,1,2,4752.00,138.00,-138.00,0,0.669000,0.037000,-0.050000,0,0.711000,0.090000,-0.025000,0,0.0190,0.2350,-0.2350,0,,,,
170,EPIC 206317286,1,2,4752.00,138.00,-138.00,0,0.758000,0.052000,-0.057000,0,0.832000,0.253000,-0.367000,0,0.0190,0.2350,-0.2350,0,,,,
171,EPIC 211822797,1,1,4057.00,37.00,-39.00,0,0.580000,0.010000,-0.010000,0,0.620000,0.020000,-0.020000,0,0.2000,0.0500,-0.0700,0,0.7900,0.0300,-0.0300,0
172,EPIC 211945201,1,1,6069.00,90.00,-90.00,0,1.390000,0.020000,-0.020000,0,1.170000,0.040000,-0.040000,0,0.1000,0.0500,-0.0500,0,3.9900,0.8500,-0.7000,0
173,EPIC 212297394,1,2,5171.00,172.00,-130.00,0,0.800000,0.030000,-0.030000,0,0.830000,0.050000,-0.040000,0,-0.0300,0.1500,-0.1600,0,,,,
174,EPIC 212297394,1,2,5171.00,172.00,-130.00,0,0.800000,0.030000,-0.030000,0,0.830000,0.050000,-0.040000,0,-0.0300,0.1500,-0.1600,0,,,,
175,EPIC 212424622,1,1,5782.33,11.67,-107.69,0,1.224700,0.004900,-0.046900,0,1.106000,0.145000,-0.120000,0,,,,,,,,
176,EPIC 212499991,1,1,4982.79,43.77,-40.79,0,0.757541,0.012556,-0.013135,0,0.912000,0.037000,-0.162000,0,,,,,,,,
177,EPIC 212587672,1,2,6004.00,77.00,-78.00,0,0.980000,0.040000,-0.030000,0,0.990000,0.030000,-0.040000,0,-0.1800,0.0600,-0.0600,0,,,,
178,EPIC 212587672,1,2,6004.00,77.00,-78.00,0,0.980000,0.040000,-0.030000,0,0.990000,0.030000,-0.040000,0,-0.1800,0.0600,-0.0600,0,,,,
179,EPIC 212624936,1,2,5765.00,170.00,-170.00,0,0.930000,0.200000,-0.200000,0,1.000000,,,0,-0.3900,0.2500,-0.2500,0,,,,
180,EPIC 212624936,1,2,5765.00,170.00,-170.00,0,0.930000,0.200000,-0.200000,0,1.000000,,,0,-0.3900,0.2500,-0.2500,0,,,,
181,EPIC 212737443,1,2,4684.00,79.00,-79.00,0,0.673000,0.024000,-0.024000,0,0.690000,0.038000,-0.038000,0,-0.1370,0.1270,-0.1270,0,,,,
182,EPIC 212737443,1,2,4684.00,79.00,-79.00,0,0.673000,0.024000,-0.024000,0,0.690000,0.038000,-0.038000,0,-0.1370,0.1270,-0.1270,0,,,,
183,EPIC 220492298,1,1,5620.00,31.00,-31.00,0,0.890000,0.090000,-0.090000,0,0.950000,,,0,0.2800,0.0300,-0.0300,0,,,,
184,K2-282,1,2,5499.00,109.00,-109.00,0,1.000000,0.040000,-0.040000,0,0.940000,0.040000,-0.040000,0,-0.2300,0.1600,-0.1600,0,,,,
185,EPIC 220674823,1,2,5578.00,46.00,-46.00,0,0.990000,0.012000,-0.012000,0,0.913000,0.024000,-0.024000,0,-0.0050,0.0590,-0.0590,0,7.5000,3.8000,-4.0000,0
186,EPIC 220674823,1,2,5578.00,46.00,-46.00,0,0.990000,0.012000,-0.012000,0,0.913000,0.024000,-0.024000,0,-0.0050,0.0590,-0.0590,0,7.5000,3.8000,-4.0000,0
187,EPIC 228836835,1,1,3782.00,152.00,-152.00,0,0.320000,0.070000,-0.070000,0,0.418179,0.020881,-0.020881,0,-0.1800,0.2500,-0.2500,0,,,,
188,EPIC 229004835,1,1,5868.00,60.00,-60.00,0,0.999000,0.008000,-0.008000,0,0.970000,0.040000,-0.040000,0,-0.1200,0.0500,-0.0500,0,4.9000,1.9000,-1.7000,0
189,EPIC 246851721,2,1,6202.00,52.00,-50.00,0,1.586000,0.034000,-0.033000,0,1.317000,0.041000,-0.040000,0,0.1410,0.0820,-0.0850,0,3.0200,0.4400,-0.4600,0
190,EPIC 248847494,1,1,4898.00,68.00,-68.00,0,2.700000,0.120000,-0.120000,0,0.900000,0.090000,-0.090000,0,-0.2300,0.0400,-0.0400,0,,,,
191,EPIC 249893012,1,3,5430.00,85.00,-85.00,0,1.710000,0.040000,-0.040000,0,1.050000,0.050000,-0.050000,0,0.2000,0.0500,-0.0500,0,9.0000,0.5000,-0.6000,0
192,EPIC 249893012,1,3,5430.00,85.00,-85.00,0,1.710000,0.040000,-0.040000,0,1.050000,0.050000,-0.050000,0,0.2000,0.0500,-0.0500,0,9.0000,0.5000,-0.6000,0
193,EPIC 249893012,1,3,5430.00,85.00,-85.00,0,1.710000,0.040000,-0.040000,0,1.050000,0.050000,-0.050000,0,0.2000,0.0500,-0.0500,0,9.0000,0.5000,-0.6000,0
194,FU Tau,1,1,2838.00,,,0,,,,,0.050000,,,0,,,,,0.0010,,,0
195,G 192-15,1,2,2999.00,157.00,-157.00,0,0.170718,0.005104,-0.005104,0,0.132000,0.009000,-0.009000,0,,,,,,,,
196,G 192-15,1,2,2999.00,157.00,-157.00,0,0.170718,0.005104,-0.005104,0,0.132000,0.009000,-0.009000,0,,,,,,,,
197,G 196-3,1,1,3517.00,157.00,-157.00,0,0.522432,0.015336,-0.015336,0,0.519782,0.020162,-0.020162,0,,,,,,,,
198,G 261-6,1,1,2907.00,157.00,-157.00,0,0.153162,0.004577,-0.004577,0,0.118000,0.011000,-0.011000,0,,,,,,,,
199,G 264-012,1,2,3326.00,54.00,-54.00,0,0.305000,0.011000,-0.011000,0,0.297000,0.024000,-0.024000,0,0.1000,0.1900,-0.1900,0,,,,
200,G 264-012,1,2,3326.00,54.00,-54.00,0,0.305000,0.011000,-0.011000,0,0.297000,0.024000,-0.024000,0,0.1000,0.1900,-0.1900,0,,,,
201,G 268-110,1,1,,,,,0.177000,0.030000,-0.030000,0,0.137000,0.009000,-0.009000,0,,,,,,,,
202,G 9-40,1,1,3395.00,51.00,-51.00,0,0.302600,0.009500,-0.009500,0,0.295200,0.013600,-0.013600,0,-0.0700,0.1600,-0.1600,0,9.9000,2.6000,-4.1000,0
203,GJ 1002,1,2,3024.00,52.00,-52.00,0,0.137000,0.005000,-0.005000,0,0.120000,0.010000,-0.010000,0,-0.2500,0.1900,-0.1900,0,,,,
204,GJ 1002,1,2,3024.00,52.00,-52.00,0,0.137000,0.005000,-0.005000,0,0.120000,0.010000,-0.010000,0,-0.2500,0.1900,-0.1900,0,,,,
205,GJ 1061,1,3,2953.00,98.00,-98.00,0,0.156000,0.005000,-0.005000,0,0.120000,0.010000,-0.010000,0,-0.0800,0.0800,-0.0800,0,7.0000,0.5000,-0.5000,-1
206,GJ 1061,1,3,2953.00,98.00,-98.00,0,0.156000,0.005000,-0.005000,0,0.120000,0.010000,-0.010000,0,-0.0800,0.0800,-0.0800,0,7.0000,0.5000,-0.5000,-1
207,GJ 1061,1,3,2953.00,98.00,-98.00,0,0.156000,0.005000,-0.005000,0,0.120000,0.010000,-0.010000,0,-0.0800,0.0800,-0.0800,0,7.0000,0.5000,-0.5000,-1
208,GJ 1132,1,2,3229.00,78.00,-62.00,0,0.221100,0.006900,-0.008100,0,0.194500,0.004800,-0.004600,0,-0.1700,0.1500,-0.1500,0,5.0000,,,-1
209,GJ 1132,1,2,3270.00,140.00,-140.00,0,0.210500,0.010200,-0.008500,0,0.181000,0.019000,-0.019000,0,-0.1700,0.1500,-0.1500,0,5.0000,,,-1
210,GJ 1148,1,2,3287.00,157.00,-157.00,0,0.358519,0.010569,-0.010569,0,0.344045,0.020144,-0.020144,0,0.1596,0.0657,-0.0657,0,,,,
211,GJ 1148,1,2,3287.00,157.00,-157.00,0,0.358519,0.010569,-0.010569,0,0.344045,0.020144,-0.020144,0,0.1596,0.0657,-0.0657,0,,,,
212,GJ 1151,1,1,3280.00,40.00,-40.00,0,0.178100,0.004200,-0.004200,0,0.163900,0.009300,-0.009300,0,-0.1200,0.1000,-0.1000,0,,,,
213,GJ 1214,1,1,3101.00,43.00,-43.00,0,0.216200,0.002500,-0.002400,0,0.182000,0.004200,-0.004100,0,0.2400,0.1100,-0.1100,0,3.0000,,,-1
214,GJ 1252,1,1,3458.00,140.00,-133.00,0,0.391000,0.020000,-0.020000,0,0.381000,0.019000,-0.019000,0,0.1000,0.1000,-0.1000,0,3.9000,0.4000,-0.4000,0
215,GJ 1265,1,1,3236.00,51.00,-51.00,0,0.192000,0.007000,-0.007000,0,0.178000,0.018000,-0.018000,0,-0.0400,0.1600,-0.1600,0,,,,
216,GJ 1289,1,1,3296.00,30.00,-30.00,0,0.245012,0.007340,-0.007340,0,0.210000,0.020000,-0.020000,0,0.0200,0.1000,-0.1000,0,,,,
217,GJ 143,1,2,4640.00,100.00,-100.00,0,0.695000,0.030000,-0.030000,0,0.730000,0.070000,-0.070000,0,0.0030,0.0600,-0.0600,0,3.8000,3.7000,-3.7000,0
218,GJ 15 A,2,2,3607.00,68.00,-68.00,0,0.380000,0.050000,-0.050000,0,0.380000,0.050000,-0.050000,0,-0.3400,0.0900,-0.0900,0,,,,
219,GJ 15 A,2,2,3607.00,68.00,-68.00,0,0.380000,0.050000,-0.050000,0,0.380000,0.050000,-0.050000,0,-0.3400,0.0900,-0.0900,0,,,,
220,GJ 160.2,1,1,4347.00,,,0,0.655173,0.033465,-0.046692,0,0.690000,,,0,,,,,,,,
221,GJ 163,1,3,3500.00,100.00,-100.00,0,0.409738,0.012214,-0.012214,0,0.400000,0.020000,-0.020000,0,0.1000,0.1000,-0.1000,0,6.0000,4.0000,-4.0000,0
222,GJ 163,1,3,3500.00,100.00,-100.00,0,0.409738,0.012214,-0.012214,0,0.400000,0.020000,-0.020000,0,0.1000,0.1000,-0.1000,0,6.0000,4.0000,-4.0000,0
223,GJ 163,1,3,3500.00,100.00,-100.00,0,0.409738,0.012214,-0.012214,0,0.400000,0.020000,-0.020000,0,0.1000,0.1000,-0.1000,0,6.0000,4.0000,-4.0000,0
224,GJ 179,1,1,3370.00,100.00,-100.00,0,0.380000,0.020000,-0.020000,0,0.357000,0.030000,-0.030000,0,0.3000,0.1000,-0.1000,0,,,,
225,GJ 180,1,3,3371.00,,,0,0.413049,0.012311,-0.012311,0,0.430000,,,0,,,,,,,,
226,GJ 180,1,3,3371.00,,,0,0.413049,0.012311,-0.012311,0,0.430000,,,0,,,,,,,,
227,GJ 180,1,3,3371.00,,,0,0.413049,0.012311,-0.012311,0,0.430000,,,0,,,,,,,,
228,GJ 2030,1,2,5485.00,103.89,-94.40,0,2.241040,0.097217,-0.094059,0,0.960000,0.125000,-0.125000,0,-0.4000,0.1000,-0.1000,0,,,,
229,GJ 2030,1,2,5485.00,103.89,-94.40,0,2.241040,0.097217,-0.094059,0,0.960000,0.125000,-0.125000,0,-0.4000,0.1000,-0.1000,0,,,,
230,GJ 2056,1,1,4069.95,70.29,-44.50,0,0.709495,0.015772,-0.023886,0,0.620000,0.080000,-0.080000,0,,,,,,,,
231,GJ 2126,1,1,4159.00,129.00,-129.00,0,0.728000,0.064000,-0.078000,0,0.650000,0.092000,-0.075000,0,0.6000,0.0900,-0.0900,0,,,,
232,GJ 229,3,2,3564.00,,,0,0.460000,0.010000,-0.020000,0,0.509000,0.020000,-0.020000,0,,,,,0.4000,,,1
233,GJ 229,3,2,3564.00,,,0,0.460000,0.010000,-0.020000,0,0.509000,0.020000,-0.020000,0,,,,,0.4000,,,1
234,GJ 238,1,1,3485.00,140.00,-140.00,0,0.431400,0.007500,-0.007100,0,0.419300,0.009500,-0.009800,0,0.1500,0.1000,-0.1000,0,,,,
235,GJ 251,1,2,3342.00,24.00,-24.00,0,0.360000,0.010000,-0.010000,0,0.350000,0.050000,-0.040000,0,0.0700,0.0700,-0.0600,0,6.8000,4.6000,-4.7000,0
236,GJ 251,1,2,3342.00,24.00,-24.00,0,0.360000,0.010000,-0.010000,0,0.350000,0.050000,-0.040000,0,0.0700,0.0700,-0.0600,0,6.8000,4.6000,-4.7000,0
237,GJ 27.1,1,1,3542.00,,,0,0.518887,0.015756,-0.015756,0,0.530000,,,0,,,,,,,,
238,GJ 273,1,2,3382.00,49.00,-49.00,0,0.293000,0.027000,-0.027000,0,0.290000,,,0,0.0900,0.1700,-0.1700,0,,,,
239,GJ 273,1,2,3382.00,49.00,-49.00,0,0.293000,0.027000,-0.027000,0,0.290000,,,0,0.0900,0.1700,-0.1700,0,,,,
240,GJ 3021,2,1,5540.00,75.00,-75.00,0,0.900000,,,0,0.900000,,,0,0.1000,0.0800,-0.0800,0,0.3700,,,0
241,GJ 3082,1,1,3910.00,90.00,-147.00,0,0.465216,0.013910,-0.013910,0,0.470000,,,0,,,,,,,,
242,GJ 3090,1,1,3556.00,70.00,-70.00,0,0.516000,0.016000,-0.016000,0,0.519000,0.013000,-0.013000,0,-0.0600,0.1200,-0.1200,0,,,,
243,GJ 3138,1,3,3717.00,49.00,-49.00,0,0.500000,0.030000,-0.030000,0,0.681000,,,0,-0.3000,0.1200,-0.1200,0,,,,
244,GJ 3138,1,3,3717.00,49.00,-49.00,0,0.500000,0.030000,-0.030000,0,0.681000,,,0,-0.3000,0.1200,-0.1200,0,,,,
245,GJ 3138,1,3,3717.00,49.00,-49.00,0,0.500000,0.030000,-0.030000,0,0.681000,,,0,-0.3000,0.1200,-0.1200,0,,,,
246,GJ 317,1,2,3496.00,37.00,-37.00,0,0.403000,0.009000,-0.009000,0,0.402000,0.014000,-0.014000,0,-0.0200,0.0800,-0.0800,0,5.0000,,,0
247,GJ 317,1,2,3496.00,37.00,-37.00,0,0.403000,0.009000,-0.009000,0,0.402000,0.014000,-0.014000,0,-0.0200,0.0800,-0.0800,0,5.0000,,,0
248,GJ 3222,2,1,5257.46,,,0,0.931389,,,0,0.890000,0.114000,-0.114000,0,0.1600,0.0600,-0.0600,0,,,,
249,GJ 328,1,2,3897.00,71.00,-71.00,0,0.630000,0.070000,-0.070000,0,0.650000,0.080000,-0.080000,0,-0.0600,0.0900,-0.0900,0,,,,
250,GJ 328,1,2,3897.00,71.00,-71.00,0,0.630000,0.070000,-0.070000,0,0.650000,0.080000,-0.080000,0,-0.0600,0.0900,-0.0900,0,,,,
251,GJ 3293,1,4,3466.00,49.00,-49.00,0,0.404000,0.027000,-0.027000,0,0.420000,,,0,0.0200,0.0900,-0.0900,0,,,,
252,GJ 3293,1,4,3466.00,49.00,-49.00,0,0.404000,0.027000,-0.027000,0,0.420000,,,0,0.0200,0.0900,-0.0900,0,,,,
253,GJ 3293,1,4,3466.00,49.00,-49.00,0,0.404000,0.027000,-0.027000,0,0.420000,,,0,0.0200,0.0900,-0.0900,0,,,,
254,GJ 3293,1,4,3466.00,49.00,-49.00,0,0.404000,0.027000,-0.027000,0,0.420000,,,0,0.0200,0.0900,-0.0900,0,,,,
255,GJ 3323,1,2,3159.00,49.00,-49.00,0,0.119000,0.027000,-0.027000,0,0.164000,,,0,-0.2700,0.0900,-0.0900,0,,,,
256,GJ 3323,1,2,3159.00,49.00,-49.00,0,0.119000,0.027000,-0.027000,0,0.164000,,,0,-0.2700,0.0900,-0.0900,0,,,,
257,GJ 3341,1,1,3526.00,49.00,-49.00,0,0.439000,0.027000,-0.027000,0,0.470000,,,0,-0.0900,0.0900,-0.0900,0,,,,
258,GJ 338 B,2,1,4014.00,100.00,-100.00,0,0.580000,0.030000,-0.030000,0,0.640000,0.070000,-0.070000,0,-0.0300,0.1600,-0.1600,0,4.0000,3.0000,-3.0000,0
259,GJ 341,1,1,3770.00,40.00,-40.00,0,0.506600,0.016900,-0.017200,0,0.480000,0.030000,-0.030000,0,-0.1600,0.0900,-0.0900,0,,,,
260,GJ 3470,1,1,3600.00,100.00,-100.00,0,0.547000,0.018000,-0.018000,0,0.539000,0.047000,-0.043000,0,0.2000,0.1000,-0.1000,0,1.6500,1.3500,-1.3500,0
261,GJ 3473,2,2,3347.00,54.00,-54.00,0,0.364000,0.012000,-0.012000,0,0.360000,0.016000,-0.016000,0,0.1100,0.1900,-0.1900,0,,,,
262,GJ 3473,2,2,3347.00,54.00,-54.00,0,0.364000,0.012000,-0.012000,0,0.360000,0.016000,-0.016000,0,0.1100,0.1900,-0.1900,0,,,,
263,GJ 3512,1,2,3141.00,38.00,-38.00,0,0.139000,0.005000,-0.005000,0,0.123000,0.009000,-0.009000,0,-0.0700,0.1600,-0.1600,0,5.5000,2.5000,-2.5000,0
264,GJ 3512,1,2,3141.00,38.00,-38.00,0,0.139000,0.005000,-0.005000,0,0.123000,0.009000,-0.009000,0,-0.0700,0.1600,-0.1600,0,5.5000,2.5000,-2.5000,0
265,GJ 357,1,3,3505.00,51.00,-51.00,0,0.337000,0.015000,-0.015000,0,0.342000,0.011000,-0.011000,0,-0.1200,0.1600,-0.1600,0,,,,
266,GJ 357,1,3,3505.00,51.00,-51.00,0,0.337000,0.015000,-0.015000,0,0.342000,0.011000,-0.011000,0,-0.1200,0.1600,-0.1600,0,,,,
267,GJ 357,1,3,3505.00,51.00,-51.00,0,0.337000,0.015000,-0.015000,0,0.342000,0.011000,-0.011000,0,-0.1200,0.1600,-0.1600,0,,,,
268,GJ 3634,1,1,3517.00,157.00,-157.00,0,0.430000,0.030000,-0.030000,0,0.450000,0.050000,-0.050000,0,,,,,5.0000,,,0
269,GJ 367,1,3,3522.00,70.00,-70.00,0,0.458000,0.013000,-0.013000,0,0.455000,0.011000,-0.011000,0,-0.0100,0.1200,-0.1200,0,,,,
270,GJ 367,1,3,3522.00,70.00,-70.00,0,0.458000,0.013000,-0.013000,0,0.455000,0.011000,-0.011000,0,-0.0100,0.1200,-0.1200,0,,,,
271,GJ 367,1,3,3522.00,70.00,-70.00,0,0.458000,0.013000,-0.013000,0,0.455000,0.011000,-0.011000,0,-0.0100,0.1200,-0.1200,0,,,,
272,GJ 3779,1,1,3324.00,51.00,-51.00,0,0.281000,0.010000,-0.010000,0,0.270000,0.020000,-0.020000,0,0.0000,0.1600,-0.1600,0,,,,
273,GJ 3929,1,2,3384.00,88.00,-88.00,0,0.320000,0.010000,-0.010000,0,0.313000,0.027000,-0.022000,0,-0.0200,0.1200,-0.1200,0,7.1000,4.1000,-4.9000,0
274,GJ 3929,1,2,3384.00,88.00,-88.00,0,0.320000,0.010000,-0.010000,0,0.313000,0.027000,-0.022000,0,-0.0200,0.1200,-0.1200,0,7.1000,4.1000,-4.9000,0
275,GJ 393,1,1,3579.00,51.00,-51.00,0,0.426000,0.013000,-0.013000,0,0.426000,0.017000,-0.017000,0,-0.0900,0.1600,-0.1600,0,,,,
276,GJ 3942,1,1,3867.00,69.00,-69.00,0,0.610000,0.060000,-0.060000,0,0.630000,0.070000,-0.070000,0,-0.0400,0.0900,-0.0900,0,,,,
277,GJ 3988,1,1,3273.00,101.00,-101.00,0,0.197340,0.012190,-0.012190,0,0.184200,0.015300,-0.015300,0,-0.1200,0.1700,-0.1700,0,,,,
278,GJ 3998,1,3,3726.00,68.00,-68.00,0,0.500000,0.050000,-0.050000,0,0.520000,0.050000,-0.050000,0,-0.1300,0.0900,-0.0900,0,8.3800,4.0600,-4.0600,0
279,GJ 3998,1,3,3726.00,68.00,-68.00,0,0.500000,0.050000,-0.050000,0,0.520000,0.050000,-0.050000,0,-0.1300,0.0900,-0.0900,0,8.3800,4.0600,-4.0600,0
280,GJ 3998,1,3,3726.00,68.00,-68.00,0,0.500000,0.050000,-0.050000,0,0.520000,0.050000,-0.050000,0,-0.1300,0.0900,-0.0900,0,8.3800,4.0600,-4.0600,0
